Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
254.547,TraderOne,Tick,973,916,57,0,138500,138500,-3380,-6951120,943380,OK
254.766,TraderOne,Tick,973,916,57,0,138500,138500,-3380,-6951120,943380,OK
255.0,TraderOne,Tick,973,916,57,0,138500,138500,-3380,-6951120,943380,OK
255.25,TraderOne,Tick,973,916,57,0,138500,138500,-3380,-6951120,943380,OK
255.5,TraderOne,Tick,973,916,57,0,138500,138500,-3380,-6951120,943380,OK
255.703,TraderOne,Tick,973,916,57,0,138500,138500,-3380,-6951120,943380,OK
255.969,TraderOne,Tick,973,916,57,0,138500,138500,-3380,-6951120,943380,OK
256.282,TraderOne,Tick,973,916,57,0,138500,138500,-3380,-6951120,943380,OK
256.453,TraderOne,Tick,973,916,57,0,138500,138400,-3380,-6951120,943380,OK
256.766,TraderOne,Tick,973,916,57,0,138500,138400,-3380,-6951120,943380,OK
257.016,TraderOne,Tick,973,916,57,0,138500,138400,-3380,-6951120,943380,OK
257.25,TraderOne,Tick,973,916,57,0,138500,138400,-3380,-6951120,943380,OK
257.563,TraderOne,Tick,973,916,57,0,138500,138400,-3380,-6951120,943380,OK
257.703,TraderOne,Tick,973,916,57,0,138500,138400,-3380,-6951120,943380,OK
258.047,TraderOne,Tick,973,916,57,0,138500,138400,-3380,-6951120,943380,OK
258.297,TraderOne,Tick,973,916,57,0,138500,138400,-3380,-6951120,943380,OK
258.547,TraderOne,Tick,973,916,57,0,137800,138400,-3380,-6951120,926280,OK
258.75,TraderOne,Tick,973,916,57,0,137800,138400,-3380,-6951120,926280,OK
258.969,TraderOne,Tick,973,916,57,0,137800,138400,-3380,-6951120,926280,OK
259.25,TraderOne,Tick,973,916,57,0,137800,138400,-3380,-6951120,926280,OK
259.485,TraderOne,Tick,973,916,57,0,137800,138400,-3380,-6951120,926280,OK
259.719,TraderOne,Tick,973,916,57,0,137800,138400,-3380,-6951120,926280,OK
259.985,TraderOne,Tick,973,918,55,0,138800,138400,-3408,-6673492,949508,OK
260.25,TraderOne,Tick,973,918,55,0,138800,138400,-3408,-6673492,949508,OK
260.469,TraderOne,Tick,973,918,55,0,138800,138400,-3408,-6673492,949508,OK
260.719,TraderOne,Tick,973,918,55,0,138800,138400,-3408,-6673492,949508,OK
261.032,TraderOne,Tick,973,918,55,0,138800,138200,-3408,-6673492,938508,OK
261.297,TraderOne,Tick,973,918,55,0,138800,138200,-3408,-6673492,938508,OK
261.5,TraderOne,Tick,973,918,55,0,138800,138200,-3408,-6673492,938508,OK
261.766,TraderOne,Tick,973,918,55,0,137700,138200,-3408,-6673492,916508,OK
262.0,TraderOne,Tick,973,918,55,0,137700,138200,-3408,-6673492,916508,OK
262.266,TraderOne,Tick,973,918,55,0,137700,138200,-3408,-6673492,916508,OK
262.469,TraderOne,Tick,973,918,55,0,137700,138200,-3408,-6673492,916508,OK
262.719,TraderOne,Tick,973,918,55,0,137700,138200,-3408,-6673492,916508,OK
262.969,TraderOne,Tick,973,918,55,0,138200,138200,-3408,-6673492,927508,OK
263.235,TraderOne,Tick,973,918,55,0,138200,138200,-3408,-6673492,927508,OK
263.516,TraderOne,Tick,973,918,55,0,138200,138200,-3408,-6673492,927508,OK
263.797,TraderOne,Tick,973,918,55,0,138200,138200,-3408,-6673492,927508,OK
264.016,TraderOne,Tick,973,918,55,0,138200,138200,-3408,-6673492,927508,OK
264.266,TraderOne,Tick,973,918,55,0,138200,138200,-3408,-6673492,927508,OK
264.485,TraderOne,Tick,973,918,55,0,138200,138200,-3408,-6673492,927508,OK
264.797,TraderOne,Tick,973,918,55,0,138200,138200,-3408,-6673492,927508,OK
265.032,TraderOne,Tick,973,918,55,0,138000,138200,-3408,-6673492,916508,OK
265.235,TraderOne,Tick,973,918,55,0,138000,138200,-3408,-6673492,916508,OK
265.547,TraderOne,Tick,973,955,18,0,138600,138200,-3921,-1544779,946421,OK
265.766,TraderOne,Tick,973,955,18,0,138600,138200,-3921,-1544779,946421,OK
265.969,TraderOne,Tick,973,955,18,0,138600,138200,-3921,-1544779,946421,OK
266.297,TraderOne,Tick,973,1003,-30,0,138700,138200,-4587,5113487,961487,OK
266.516,TraderOne,Tick,973,1004,-31,0,138900,138200,-4601,5252201,961801,OK
266.703,TraderOne,Tick,973,1004,-31,0,138900,138200,-4601,5252201,961801,OK
267.047,TraderOne,Tick,973,1004,-31,0,138900,138200,-4601,5252201,961801,OK
267.25,TraderOne,Tick,973,1004,-31,0,138900,138200,-4601,5252201,961801,OK
267.547,TraderOne,Tick,973,1004,-31,0,138900,138500,-4601,5252201,952501,OK
267.703,TraderOne,Tick,973,1004,-31,0,138900,138500,-4601,5252201,952501,OK
268.0,TraderOne,Tick,973,1004,-31,0,138900,138500,-4601,5252201,952501,OK
268.297,TraderOne,Tick,973,1004,-31,0,138900,138500,-4601,5252201,952501,OK
268.469,TraderOne,Tick,973,1004,-31,0,138500,138500,-4601,5252201,958701,OK
268.797,TraderOne,Tick,973,1004,-31,0,138500,138600,-4601,5252201,958701,OK
269.063,TraderOne,Tick,973,1004,-31,0,138500,138600,-4601,5252201,958701,OK
269.25,TraderOne,Tick,973,1004,-31,0,138500,138600,-4601,5252201,958701,OK
269.5,TraderOne,Tick,973,1004,-31,0,138500,138600,-4601,5252201,958701,OK
269.766,TraderOne,Tick,973,1004,-31,0,139000,138600,-4601,5252201,949401,OK
270.016,TraderOne,Tick,973,1004,-31,0,139000,138600,-4601,5252201,949401,OK
270.219,TraderOne,Tick,973,1004,-31,0,139000,138600,-4601,5252201,949401,OK
270.532,TraderOne,Tick,973,1004,-31,0,139000,138600,-4601,5252201,949401,OK
270.735,TraderOne,Tick,973,1004,-31,0,139000,138600,-4601,5252201,949401,OK
271.0,TraderOne,Tick,973,1004,-31,0,139000,138600,-4601,5252201,949401,OK
271.235,TraderOne,Tick,973,1004,-31,0,139000,138600,-4601,5252201,949401,OK
271.5,TraderOne,Tick,973,1004,-31,0,139000,138600,-4601,5252201,949401,OK
271.75,TraderOne,Tick,1022,1004,18,0,138200,138800,-5280,-1533620,961180,OK
272.0,TraderOne,Tick,1053,1004,49,0,138400,138800,-5709,-5823591,967809,OK
272.25,TraderOne,Tick,1053,1004,49,0,138400,138800,-5709,-5823591,967809,OK
272.547,TraderOne,Tick,1053,1004,49,0,138400,138700,-5709,-5823591,962909,OK
272.797,TraderOne,Tick,1053,1004,49,0,138400,138800,-5709,-5823591,967809,OK
273.047,TraderOne,Tick,1053,1004,49,0,138400,138800,-5709,-5823591,967809,OK
273.203,TraderOne,Tick,1053,1004,49,0,138400,138800,-5709,-5823591,967809,OK
273.469,TraderOne,Tick,1053,1004,49,0,138400,138800,-5709,-5823591,967809,OK
273.766,TraderOne,Tick,1053,1004,49,0,138400,138900,-5709,-5823591,972709,OK
274.047,TraderOne,Tick,1053,1004,49,0,138400,138900,-5709,-5823591,972709,OK
274.297,TraderOne,Tick,1053,1004,49,0,138400,138900,-5709,-5823591,972709,OK
274.516,TraderOne,Tick,1053,1004,49,0,138400,139100,-5709,-5823591,982509,OK
274.735,TraderOne,Tick,1053,1004,49,0,138400,139100,-5709,-5823591,982509,OK
275.047,TraderOne,Tick,1053,1004,49,0,138400,139100,-5709,-5823591,982509,OK
275.25,TraderOne,Tick,1053,1004,49,0,138400,139200,-5709,-5823591,987409,OK
275.485,TraderOne,Tick,1053,1004,49,0,138400,139200,-5709,-5823591,987409,OK
275.75,TraderOne,Tick,1053,1004,49,0,138400,139200,-5709,-5823591,987409,OK
275.953,TraderOne,Tick,1053,1004,49,0,138400,139300,-5709,-5823591,992309,OK
276.235,TraderOne,Tick,1053,1004,49,0,139000,139300,-5709,-5823591,992309,OK
276.485,TraderOne,Tick,1053,1004,49,0,139000,139400,-5709,-5823591,997209,OK
276.782,TraderOne,Tick,1053,1004,49,0,139000,139400,-5709,-5823591,997209,OK
276.985,TraderOne,Tick,1053,1004,49,0,139000,139400,-5709,-5823591,997209,OK
277.25,TraderOne,Tick,1053,1004,49,0,139100,139400,-5709,-5823591,997209,OK
277.563,TraderOne,Tick,1053,1004,49,0,139100,139400,-5709,-5823591,997209,OK
277.75,TraderOne,Tick,1053,1004,49,0,139100,139400,-5709,-5823591,997209,OK
278.032,TraderOne,Tick,1053,1004,49,0,139100,139400,-5709,-5823591,997209,OK
278.297,TraderOne,Tick,1054,1004,50,0,139100,139400,-5723,-5962377,997623,OK
278.563,TraderOne,Tick,1054,1004,50,0,139100,139400,-5723,-5962377,997623,OK
278.703,TraderOne,Tick,1054,1004,50,0,139100,139400,-5723,-5962377,997623,OK
279.0,TraderOne,Tick,1054,1004,50,0,139100,139400,-5723,-5962377,997623,OK
279.297,TraderOne,Tick,1054,1004,50,0,139100,139400,-5723,-5962377,997623,OK
279.547,TraderOne,Tick,1054,1004,50,0,139100,139400,-5723,-5962377,997623,OK
279.735,TraderOne,Tick,1054,1004,50,0,139100,139300,-5723,-5962377,992623,OK
279.969,TraderOne,Tick,1054,1004,50,0,139200,139500,-5723,-5962377,1002623,OK
280.25,TraderOne,Tick,1054,1004,50,0,139200,139500,-5723,-5962377,1002623,OK
280.469,TraderOne,Tick,1054,1004,50,0,139200,139500,-5723,-5962377,1002623,OK
280.766,TraderOne,Tick,1054,1004,50,0,139200,139300,-5723,-5962377,997623,OK
280.969,TraderOne,Tick,1054,1004,50,0,139200,139300,-5723,-5962377,997623,OK
281.203,TraderOne,Tick,1054,1004,50,0,139200,139300,-5723,-5962377,997623,OK
281.5,TraderOne,Tick,1054,1004,50,0,139200,139300,-5723,-5962377,997623,OK
281.75,TraderOne,Tick,1054,1004,50,0,139200,139300,-5723,-5962377,997623,OK
282.032,TraderOne,Tick,1054,1004,50,0,139200,139300,-5723,-5962377,997623,OK
282.266,TraderOne,Tick,1103,1004,99,0,139200,139300,-6404,-12767796,1013004,OK
282.547,TraderOne,Tick,1103,1004,99,0,139200,139300,-6404,-12767796,1013004,OK
282.735,TraderOne,Tick,1103,1053,50,0,139400,139300,-7087,-5941413,1028587,OK
283.032,TraderOne,Tick,1103,1053,50,0,139400,139300,-7087,-5941413,1028587,OK
283.282,TraderOne,Tick,1103,1053,50,0,139400,139300,-7087,-5941413,1028587,OK
283.516,TraderOne,Tick,1103,1073,30,0,139300,139300,-7366,-3155134,1023866,OK
283.813,TraderOne,Tick,1103,1073,30,0,139300,139300,-7366,-3155134,1023866,OK
283.953,TraderOne,Tick,1103,1073,30,0,139300,139300,-7366,-3155134,1023866,OK
284.203,TraderOne,Tick,1103,1073,30,0,139300,138700,-7366,-3155134,1011866,OK
284.485,TraderOne,Tick,1103,1073,30,0,139300,138700,-7366,-3155134,1011866,OK
284.735,TraderOne,Tick,1103,1073,30,0,139300,138700,-7366,-3155134,1011866,OK
285.063,TraderOne,Tick,1103,1073,30,0,138800,138700,-7366,-3155134,1008866,OK
285.266,TraderOne,Tick,1103,1073,30,0,138800,138700,-7366,-3155134,1008866,OK
285.453,TraderOne,Tick,1103,1073,30,0,138800,138700,-7366,-3155134,1008866,OK
285.797,TraderOne,Tick,1103,1073,30,0,138800,138700,-7366,-3155134,1008866,OK
286.016,TraderOne,Tick,1103,1073,30,0,138800,138700,-7366,-3155134,1008866,OK
286.25,TraderOne,Tick,1103,1122,-19,0,139400,138700,-8049,3671249,1032149,OK
286.485,TraderOne,Tick,1103,1171,-68,0,139400,138700,-8732,10497632,1052432,OK
286.766,TraderOne,Tick,1103,1171,-68,0,138800,138700,-8732,10497632,1059232,OK
287.016,TraderOne,Tick,1103,1171,-68,0,138800,138700,-8732,10497632,1059232,OK
287.266,TraderOne,Tick,1103,1171,-68,0,138800,138700,-8732,10497632,1059232,OK
287.547,TraderOne,Tick,1103,1171,-68,0,138800,138700,-8732,10497632,1059232,OK
287.782,TraderOne,Tick,1103,1171,-68,0,138800,138700,-8732,10497632,1059232,OK
287.969,TraderOne,Tick,1103,1171,-68,0,138800,139000,-8732,10497632,1059232,OK
288.25,TraderOne,Tick,1103,1171,-68,0,139400,139000,-8732,10497632,1032032,OK
288.563,TraderOne,Tick,1103,1171,-68,0,139400,139000,-8732,10497632,1032032,OK
288.703,TraderOne,Tick,1103,1171,-68,0,139400,139000,-8732,10497632,1032032,OK
289.0,TraderOne,Tick,1103,1171,-68,0,139400,139000,-8732,10497632,1032032,OK
289.235,TraderOne,Tick,1103,1171,-68,0,139400,139000,-8732,10497632,1032032,OK
289.5,TraderOne,Tick,1103,1171,-68,0,139400,139000,-8732,10497632,1032032,OK
289.797,TraderOne,Tick,1103,1171,-68,0,139400,139000,-8732,10497632,1032032,OK
289.985,TraderOne,Tick,1103,1171,-68,0,139200,139000,-8732,10497632,1032032,OK
290.25,TraderOne,Tick,1103,1171,-68,0,138900,139000,-8732,10497632,1052432,OK
290.547,TraderOne,Tick,1103,1171,-68,0,138900,139000,-8732,10497632,1052432,OK
290.766,TraderOne,Tick,1103,1171,-68,0,138900,139000,-8732,10497632,1052432,OK
291.016,TraderOne,Tick,1103,1171,-68,0,138900,139000,-8732,10497632,1052432,OK
291.235,TraderOne,Tick,1103,1171,-68,0,138800,139200,-8732,10497632,1045632,OK
291.469,TraderOne,Tick,1103,1171,-68,0,138800,139200,-8732,10497632,1045632,OK
291.813,TraderOne,Tick,1103,1171,-68,0,138800,139200,-8732,10497632,1045632,OK
292.0,TraderOne,Tick,1103,1171,-68,0,138800,139200,-8732,10497632,1045632,OK
292.266,TraderOne,Tick,1103,1171,-68,0,138800,139200,-8732,10497632,1045632,OK
292.453,TraderOne,Tick,1103,1171,-68,0,138800,139800,-8732,10497632,1004832,OK
292.703,TraderOne,Tick,1152,1171,-19,0,139400,139800,-7366,3665666,1013266,OK
292.985,TraderOne,Tick,1152,1171,-19,0,139400,139800,-7366,3665666,1013266,OK
293.25,TraderOne,Tick,1152,1171,-19,0,139400,139800,-7366,3665666,1013266,OK
293.469,TraderOne,Tick,1185,1171,14,0,139500,140000,-6445,-938755,1018445,OK
293.735,TraderOne,Tick,1234,1171,63,0,139600,140000,-5077,-7780523,1026877,OK
294.047,TraderOne,Tick,1234,1171,63,0,139600,140000,-5077,-7780523,1026877,OK
294.235,TraderOne,Tick,1234,1171,63,0,139600,139900,-5077,-7780523,1020577,OK
294.547,TraderOne,Tick,1234,1171,63,0,139600,139900,-5077,-7780523,1020577,OK
294.766,TraderOne,Tick,1234,1171,63,0,139600,139800,-5077,-7780523,1014277,OK
295.047,TraderOne,Tick,1234,1171,63,0,139200,139800,-5077,-7780523,1014277,OK
295.203,TraderOne,Tick,1234,1171,63,0,139200,139800,-5077,-7780523,1014277,OK
295.469,TraderOne,Tick,1234,1171,63,0,139200,139800,-5077,-7780523,1014277,OK
295.719,TraderOne,Tick,1234,1171,63,0,139200,139800,-5077,-7780523,1014277,OK
295.969,TraderOne,Tick,1234,1171,63,0,139200,139800,-5077,-7780523,1014277,OK
296.235,TraderOne,Tick,1234,1171,63,0,139200,139800,-5077,-7780523,1014277,OK
296.5,TraderOne,Tick,1234,1171,63,0,139600,139800,-5077,-7780523,1014277,OK
296.797,TraderOne,Tick,1234,1171,63,0,139600,139800,-5077,-7780523,1014277,OK
296.969,TraderOne,Tick,1234,1171,63,0,139600,139800,-5077,-7780523,1014277,OK
297.219,TraderOne,Tick,1234,1171,63,0,139600,139800,-5077,-7780523,1014277,OK
297.516,TraderOne,Tick,1234,1171,63,0,139600,139800,-5077,-7780523,1014277,OK
297.797,TraderOne,Tick,1234,1171,63,0,139600,139800,-5077,-7780523,1014277,OK
298.016,TraderOne,Tick,1234,1171,63,0,139600,139800,-5077,-7780523,1014277,OK
298.282,TraderOne,Tick,1234,1171,63,0,139600,139800,-5077,-7780523,1014277,OK
298.516,TraderOne,Tick,1234,1171,63,0,139600,139800,-5077,-7780523,1014277,OK
298.719,TraderOne,Tick,1234,1171,63,0,139600,139800,-5077,-7780523,1014277,OK
298.969,TraderOne,Tick,1234,1171,63,0,139600,139800,-5077,-7780523,1014277,OK
299.203,TraderOne,Tick,1234,1171,63,0,139600,139800,-5077,-7780523,1014277,OK
299.485,TraderOne,Tick,1234,1171,63,0,139600,139800,-5077,-7780523,1014277,OK
299.735,TraderOne,Tick,1234,1171,63,0,139600,139800,-5077,-7780523,1014277,OK
299.985,TraderOne,Tick,1234,1171,63,0,138600,139200,-5077,-7780523,976477,OK
300.203,TraderOne,Tick,1234,1171,63,0,138600,139300,-5077,-7780523,982777,OK
300.485,TraderOne,Tick,1234,1171,63,0,138600,139500,-5077,-7780523,995377,OK
300.735,TraderOne,Tick,1234,1171,63,0,138800,139500,-5077,-7780523,995377,OK
300.969,TraderOne,Tick,1234,1171,63,0,138800,139500,-5077,-7780523,995377,OK
301.297,TraderOne,Tick,1234,1171,63,0,138800,139300,-5077,-7780523,982777,OK
301.5,TraderOne,Tick,1234,1171,63,0,138800,139300,-5077,-7780523,982777,OK
301.75,TraderOne,Tick,1234,1171,63,0,138800,139200,-5077,-7780523,976477,OK
302.0,TraderOne,Tick,1234,1171,63,0,138800,139100,-5077,-7780523,970177,OK
302.282,TraderOne,Tick,1234,1171,63,0,138800,139100,-5077,-7780523,970177,OK
302.469,TraderOne,Tick,1234,1171,63,0,138800,139100,-5077,-7780523,970177,OK
302.75,TraderOne,Tick,1234,1171,63,0,138800,139100,-5077,-7780523,970177,OK
303.047,TraderOne,Tick,1234,1171,63,0,138800,139100,-5077,-7780523,970177,OK
303.282,TraderOne,Tick,1234,1171,63,0,138500,139100,-5077,-7780523,970177,OK
303.516,TraderOne,Tick,1234,1171,63,0,138500,139100,-5077,-7780523,970177,OK
303.703,TraderOne,Tick,1234,1171,63,0,139200,138800,-5077,-7780523,976477,OK
304.032,TraderOne,Tick,1234,1171,63,0,138500,138800,-5077,-7780523,951277,OK
304.25,TraderOne,Tick,1234,1171,63,0,138500,138700,-5077,-7780523,944977,OK
304.469,TraderOne,Tick,1234,1171,63,0,138500,138700,-5077,-7780523,944977,OK
304.703,TraderOne,Tick,1234,1171,63,0,138500,138700,-5077,-7780523,944977,OK
305.0,TraderOne,Tick,1234,1171,63,0,138500,138900,-5077,-7780523,957577,OK
305.313,TraderOne,Tick,1234,1171,63,0,138500,138900,-5077,-7780523,957577,OK
305.453,TraderOne,Tick,1234,1171,63,0,138500,138900,-5077,-7780523,957577,OK
305.797,TraderOne,Tick,1234,1171,63,0,138500,138900,-5077,-7780523,957577,OK
306.047,TraderOne,Tick,1234,1171,63,0,138500,138900,-5077,-7780523,957577,OK
306.203,TraderOne,Tick,1234,1171,63,0,138500,138900,-5077,-7780523,957577,OK
306.485,TraderOne,Tick,1234,1171,63,0,138500,138900,-5077,-7780523,957577,OK
306.766,TraderOne,Tick,1234,1171,63,0,138500,138900,-5077,-7780523,957577,OK
306.985,TraderOne,Tick,1234,1171,63,0,138500,138900,-5077,-7780523,957577,OK
307.297,TraderOne,Tick,1234,1171,63,0,139200,138900,-5077,-7780523,982777,OK
307.469,TraderOne,Tick,1234,1171,63,0,139200,138900,-5077,-7780523,982777,OK
307.75,TraderOne,Tick,1234,1171,63,0,139200,138900,-5077,-7780523,982777,OK
308.016,TraderOne,Tick,1234,1171,63,0,139200,138900,-5077,-7780523,982777,OK
308.266,TraderOne,Tick,1234,1171,63,0,139200,138900,-5077,-7780523,982777,OK
308.453,TraderOne,Tick,1234,1171,63,0,139200,138900,-5077,-7780523,982777,OK
308.782,TraderOne,Tick,1234,1171,63,0,139200,138900,-5077,-7780523,982777,OK
308.953,TraderOne,Tick,1234,1171,63,0,139200,138900,-5077,-7780523,982777,OK
309.203,TraderOne,Tick,1234,1171,63,0,139200,138900,-5077,-7780523,982777,OK
309.453,TraderOne,Tick,1234,1171,63,0,139200,138900,-5077,-7780523,982777,OK
309.719,TraderOne,Tick,1234,1171,63,0,139200,138900,-5077,-7780523,982777,OK
310.0,TraderOne,Tick,1234,1171,63,0,139200,138900,-5077,-7780523,982777,OK
310.266,TraderOne,Tick,1234,1171,63,0,139200,138900,-5077,-7780523,982777,OK
310.532,TraderOne,Tick,1234,1171,63,0,139200,138600,-5077,-7780523,963877,OK
310.75,TraderOne,Tick,1234,1198,36,0,138800,138600,-4326,-4025574,971226,OK
311.0,TraderOne,Tick,1234,1198,36,0,138800,138600,-4326,-4025574,971226,OK
311.282,TraderOne,Tick,1234,1198,36,0,138800,138600,-4326,-4025574,971226,OK
311.453,TraderOne,Tick,1234,1198,36,0,138800,138600,-4326,-4025574,971226,OK
311.797,TraderOne,Tick,1234,1198,36,0,138800,138600,-4326,-4025574,971226,OK
312.0,TraderOne,Tick,1234,1198,36,0,138800,138700,-4326,-4025574,971226,OK
312.282,TraderOne,Tick,1234,1198,36,0,138800,138800,-4326,-4025574,971226,OK
312.469,TraderOne,Tick,1234,1198,36,0,138800,138800,-4326,-4025574,971226,OK
312.782,TraderOne,Tick,1234,1198,36,0,138800,138800,-4326,-4025574,971226,OK
313.0,TraderOne,Tick,1234,1198,36,0,138800,138800,-4326,-4025574,971226,OK
313.266,TraderOne,Tick,1234,1198,36,0,138500,138800,-4326,-4025574,964026,OK
313.547,TraderOne,Tick,1234,1198,36,0,138500,138800,-4326,-4025574,964026,OK
313.766,TraderOne,Tick,1234,1198,36,0,138500,138800,-4326,-4025574,964026,OK
314.0,TraderOne,Tick,1234,1198,36,0,138500,138800,-4326,-4025574,964026,OK
314.297,TraderOne,Tick,1234,1198,36,0,138500,138800,-4326,-4025574,964026,OK
314.485,TraderOne,Tick,1234,1247,-13,0,139200,138700,-5008,2791008,985308,OK
314.766,TraderOne,Tick,1234,1247,-13,0,139200,138600,-5008,2791008,986608,OK
315.032,TraderOne,Tick,1234,1247,-13,0,139200,138600,-5008,2791008,986608,OK
315.297,TraderOne,Tick,1234,1247,-13,0,139200,138600,-5008,2791008,986608,OK
315.469,TraderOne,Tick,1234,1247,-13,0,139200,138600,-5008,2791008,986608,OK
315.797,TraderOne,Tick,1234,1247,-13,0,139200,138600,-5008,2791008,986608,OK
315.969,TraderOne,Tick,1234,1247,-13,0,138500,138600,-5008,2791008,990508,OK
316.282,TraderOne,Tick,1234,1247,-13,0,138500,138600,-5008,2791008,990508,OK
316.516,TraderOne,Tick,1234,1247,-13,0,138500,138600,-5008,2791008,990508,OK
316.735,TraderOne,Tick,1234,1247,-13,0,138500,138600,-5008,2791008,990508,OK
317.047,TraderOne,Tick,1234,1247,-13,0,139000,138600,-5008,2791008,986608,OK
317.235,TraderOne,Tick,1234,1247,-13,0,139000,138600,-5008,2791008,986608,OK
317.516,TraderOne,Tick,1234,1256,-22,0,138900,138600,-5133,4041233,987633,OK
317.75,TraderOne,Tick,1234,1256,-22,0,138900,138600,-5133,4041233,987633,OK
317.953,TraderOne,Tick,1234,1256,-22,0,138900,138600,-5133,4041233,987633,OK
318.25,TraderOne,Tick,1234,1256,-22,0,138900,138600,-5133,4041233,987633,OK
318.453,TraderOne,Tick,1234,1278,-44,0,138700,138600,-5438,7092938,990138,OK
318.75,TraderOne,Tick,1234,1278,-44,0,138700,138600,-5438,7092938,990138,OK
319.016,TraderOne,Tick,1234,1327,-93,0,138800,138600,-4579,13878579,970179,OK
319.235,TraderOne,Tick,1234,1327,-93,0,138800,138600,-4579,13878579,970179,OK
319.453,TraderOne,Tick,1234,1327,-93,0,138800,138600,-4579,13878579,970179,OK
319.703,TraderOne,Tick,1234,1327,-93,0,138800,138100,-4579,13878579,1016679,OK
320.0,TraderOne,Tick,1234,1327,-93,0,138800,138100,-4579,13878579,1016679,OK
320.266,TraderOne,Tick,1234,1327,-93,0,138800,138100,-4579,13878579,1016679,OK
320.547,TraderOne,Tick,1234,1327,-93,0,138400,138000,-4579,13878579,1025979,OK
320.719,TraderOne,Tick,1234,1327,-93,0,138400,138000,-4579,13878579,1025979,OK
321.0,TraderOne,Tick,1234,1327,-93,0,138400,138000,-4579,13878579,1025979,OK
321.282,TraderOne,Tick,1234,1327,-93,0,138400,138000,-4579,13878579,1025979,OK
321.469,TraderOne,Tick,1234,1327,-93,0,138400,138000,-4579,13878579,1025979,OK
321.766,TraderOne,Tick,1234,1327,-93,0,138400,138000,-4579,13878579,1025979,OK
321.953,TraderOne,Tick,1234,1327,-93,0,138400,138000,-4579,13878579,1025979,OK
322.219,TraderOne,Tick,1234,1327,-93,0,138400,138000,-4579,13878579,1025979,OK
322.532,TraderOne,Tick,1234,1327,-93,0,138400,138000,-4579,13878579,1025979,OK
322.719,TraderOne,Tick,1234,1327,-93,0,138400,138000,-4579,13878579,1025979,OK
323.0,TraderOne,Tick,1234,1327,-93,0,138600,138000,-4579,13878579,1025979,OK
323.282,TraderOne,Tick,1234,1327,-93,0,138300,138100,-4579,13878579,1016679,OK
323.469,TraderOne,Tick,1234,1327,-93,0,138300,138100,-4579,13878579,1016679,OK
323.813,TraderOne,Tick,1234,1327,-93,0,138300,138200,-4579,13878579,1016679,OK
323.953,TraderOne,Tick,1234,1327,-93,0,138300,138200,-4579,13878579,1016679,OK
324.25,TraderOne,Tick,1234,1327,-93,0,138300,138200,-4579,13878579,1016679,OK
324.485,TraderOne,Tick,1234,1327,-93,0,138300,138200,-4579,13878579,1016679,OK
324.782,TraderOne,Tick,1234,1327,-93,0,138300,138200,-4579,13878579,1016679,OK
325.047,TraderOne,Tick,1234,1327,-93,0,138300,138200,-4579,13878579,1016679,OK
325.297,TraderOne,Tick,1234,1327,-93,0,138300,138200,-4579,13878579,1016679,OK
325.485,TraderOne,Tick,1234,1327,-93,0,138300,138300,-4579,13878579,1016679,OK
325.766,TraderOne,Tick,1234,1327,-93,0,138300,138300,-4579,13878579,1016679,OK
325.985,TraderOne,Tick,1234,1327,-93,0,138300,138300,-4579,13878579,1016679,OK
326.297,TraderOne,Tick,1234,1327,-93,0,138600,138300,-4579,13878579,998079,OK
326.5,TraderOne,Tick,1234,1327,-93,0,138600,138300,-4579,13878579,998079,OK
326.735,TraderOne,Tick,1234,1327,-93,0,138600,138300,-4579,13878579,998079,OK
327.0,TraderOne,Tick,1234,1327,-93,0,138600,138300,-4579,13878579,998079,OK
327.328,TraderOne,Tick,1234,1327,-93,0,138600,138400,-4579,13878579,988779,OK
327.485,TraderOne,Tick,1234,1327,-93,0,138600,138400,-4579,13878579,988779,OK
327.75,TraderOne,Tick,1234,1327,-93,0,138600,138400,-4579,13878579,988779,OK
327.969,TraderOne,Tick,1234,1327,-93,0,138600,138400,-4579,13878579,988779,OK
328.219,TraderOne,Tick,1234,1327,-93,0,138600,138400,-4579,13878579,988779,OK
328.5,TraderOne,Tick,1234,1327,-93,0,138600,138400,-4579,13878579,988779,OK
328.797,TraderOne,Tick,1234,1327,-93,0,138300,138400,-4579,13878579,1016679,OK
329.0,TraderOne,Tick,1234,1327,-93,0,138200,138400,-4579,13878579,1025979,OK
329.219,TraderOne,Tick,1234,1327,-93,0,138200,138500,-4579,13878579,1016679,OK
329.532,TraderOne,Tick,1234,1327,-93,0,138200,138600,-4579,13878579,1007379,OK
329.703,TraderOne,Tick,1234,1327,-93,0,138200,138600,-4579,13878579,1007379,OK
329.969,TraderOne,Tick,1234,1327,-93,0,138200,138600,-4579,13878579,1007379,OK
330.219,TraderOne,Tick,1234,1327,-93,0,138200,138600,-4579,13878579,1007379,OK
330.547,TraderOne,Tick,1234,1327,-93,0,138200,138600,-4579,13878579,1007379,OK
330.813,TraderOne,Tick,1234,1327,-93,0,138200,138600,-4579,13878579,1007379,OK
331.0,TraderOne,Tick,1234,1327,-93,0,138200,138600,-4579,13878579,1007379,OK
331.266,TraderOne,Tick,1234,1327,-93,0,138200,138600,-4579,13878579,1007379,OK
331.516,TraderOne,Tick,1234,1327,-93,0,138200,138600,-4579,13878579,1007379,OK
